Column1,audienceScore_predict,audienceScore,id
#VALUE!,78.84640683,78,63
#VALUE!,52.0275062,42,64
#VALUE!,92.86041676,94,65
#VALUE!,52.77616604,57,66
#VALUE!,73.67052682,73,67
#VALUE!,71.61606315,72,68
#VALUE!,53.31390248,50,69
#VALUE!,71.25631374,62,70
#VALUE!,53.35237692,53,71
#VALUE!,50.53325611,52,72
#VALUE!,55.89397637,58,73
#VALUE!,32.73288407,30,74
#VALUE!,30.55739142,31,75
#VALUE!,56.07793915,56,76
#VALUE!,73.40383709,73,77
#VALUE!,18.05394423,20,78
#VALUE!,78.6525456,77,79
#VALUE!,68.06706378,74,80
#VALUE!,70.96901959,51,81
#VALUE!,81.66033689,83,82
#VALUE!,85.58664646,86,83
#VALUE!,44.05036987,37,84
#VALUE!,74.64260129,75,85
#VALUE!,97.38764835,97,86
#VALUE!,76.42872044,79,87
#VALUE!,61.34511335,39,88
#VALUE!,73.38990898,74,89
#VALUE!,49.73771433,64,90
#VALUE!,37.33050057,55,91
#VALUE!,70.75580102,72,92
#VALUE!,75.89823308,90,93
#VALUE!,45.02106269,44,94
#VALUE!,70.45506264,76,95
#VALUE!,63.14682436,64,96
#VALUE!,90.73755194,95,97
#VALUE!,37.9052005,39,98
#VALUE!,56.62989102,57,99
#VALUE!,59.20209615,61,100
#VALUE!,57.47485734,66,101
#VALUE!,85.60310168,70,102
#VALUE!,33.62722875,34,103
#VALUE!,90.25404418,90,104
#VALUE!,50.21839861,50,105
#VALUE!,66.81124093,64,106
#VALUE!,33.41934339,8,107
#VALUE!,87.64634587,90,108
#VALUE!,33.63090662,35,109
#VALUE!,38.92753194,49,110
#VALUE!,66.56422504,67,111
#VALUE!,55.38222626,57,112
#VALUE!,66.19285908,73,113
#VALUE!,66.84801693,65,114
#VALUE!,68.51631937,78,115
#VALUE!,66.95658603,50,116
#VALUE!,91.12679997,91,117
#VALUE!,36.66451098,37,118
#VALUE!,77.66898294,78,119
#VALUE!,71.50247036,76,120
#VALUE!,35.0841581,37,121
#VALUE!,70.60303928,73,122
#VALUE!,67.226729,93,123
#VALUE!,81.19248778,81,124
#VALUE!,69.08848373,70,125
#VALUE!,47.10295714,47,126
#VALUE!,51.98464876,43,127
#VALUE!,37.390638,36,128
#VALUE!,49.23955213,50,129
#VALUE!,70.81756035,69,130
#VALUE!,31.5047125,31,131
#VALUE!,33.22669093,34,132
#VALUE!,52.96259419,50,133
#VALUE!,79.1975945,79,134
#VALUE!,87.01753494,86,135
#VALUE!,62.91528232,62,136
#VALUE!,77.47279569,78,137
#VALUE!,43.33423389,45,138
#VALUE!,69.48774454,69,139
#VALUE!,80.9905843,81,140
#VALUE!,66.22809267,66,141
#VALUE!,29.06536702,27,142
#VALUE!,78.80746803,79,143
#VALUE!,87.08911993,83,144
#VALUE!,77.10288425,78,145
#VALUE!,59.54957649,60,146
#VALUE!,57.3545186,56,147
#VALUE!,56.97996485,56,148
#VALUE!,81.53380271,82,149
#VALUE!,84.28685583,89,150
#VALUE!,71.55866409,72,151
#VALUE!,73.39883253,50,152
#VALUE!,64.22935488,64,153
#VALUE!,75.63618559,76,154
#VALUE!,64.33743982,67,155
#VALUE!,98.21733267,93,156
#VALUE!,37.78663834,38,157
#VALUE!,66.45521739,54,158
#VALUE!,84.95739983,85,159
#VALUE!,71.01973904,72,160
#VALUE!,48.20266034,73,161
#VALUE!,78.37981026,79,162
#VALUE!,100.4466567,100,163
#VALUE!,55.3132897,57,164
#VALUE!,64.76269806,75,165
#VALUE!,50.38683401,22,166
#VALUE!,13.62666834,12,167
#VALUE!,65.22594742,74,168
#VALUE!,79.68686569,73,169
#VALUE!,34.83045963,35,170
#VALUE!,88.87375061,90,171
#VALUE!,15.63510211,17,172
#VALUE!,41.98464786,66,173
#VALUE!,94.70282256,94,174
#VALUE!,53.95012317,52,175
#VALUE!,80.14100925,80,176
#VALUE!,49.08434628,50,177
#VALUE!,56.7515485,56,178
#VALUE!,76.24256671,76,179
#VALUE!,84.54275735,83,180
#VALUE!,58.07279361,55,181
#VALUE!,54.37849757,51,182
#VALUE!,41.69135584,43,183
#VALUE!,67.04167069,68,184
#VALUE!,65.12996854,64,185
#VALUE!,89.13986433,100,186
#VALUE!,64.43694176,62,187
#VALUE!,64.97171883,80,188
#VALUE!,55.61911979,36,189
#VALUE!,98.44382215,97,190
#VALUE!,58.29583421,58,191
#VALUE!,27.2088266,28,192
#VALUE!,83.36679711,85,193
#VALUE!,66.37317393,58,194
#VALUE!,73.37999427,78,195
#VALUE!,59.46312686,60,196
#VALUE!,87.26298251,85,197
#VALUE!,40.45250817,33,198
#VALUE!,73.95015639,74,199
#VALUE!,28.43077841,29,200
#VALUE!,66.97876935,68,201
#VALUE!,59.05498431,42,202
#VALUE!,32.82668687,34,203
#VALUE!,73.8304835,75,204
#VALUE!,56.81977932,57,205
#VALUE!,88.16735708,88,206
#VALUE!,50.24635833,51,207
#VALUE!,73.61521147,49,208
#VALUE!,31.28736354,21,209
#VALUE!,51.0555884,47,210
#VALUE!,53.89349993,55,211
#VALUE!,74.8351615,88,212
#VALUE!,78.94213904,77,213
#VALUE!,70.2495495,72,214
#VALUE!,84.99646155,85,215
#VALUE!,60.68825131,60,216
#VALUE!,75.61095385,85,217
#VALUE!,88.78019757,90,218
#VALUE!,80.21393474,81,219
#VALUE!,31.80953222,47,220
#VALUE!,83.42951414,92,221
#VALUE!,54.50046304,55,222
#VALUE!,48.58516826,50,223
#VALUE!,67.43347078,66,224
#VALUE!,55.16266425,53,225
#VALUE!,73.59390549,74,226
#VALUE!,76.96990127,77,227
#VALUE!,57.05717185,44,228
#VALUE!,66.43797597,65,229
#VALUE!,64.72256911,65,230
#VALUE!,68.98140087,69,231
#VALUE!,54.55097607,52,232
#VALUE!,80.5499684,80,233
#VALUE!,83.04560956,84,234
#VALUE!,57.1170389,28,235
#VALUE!,76.71111592,77,236
#VALUE!,51.35824811,38,237
#VALUE!,30.5941709,32,238
#VALUE!,26.7262332,56,239
#VALUE!,72.44938599,73,240
#VALUE!,72.40768916,71,241
#VALUE!,90.48602725,85,242
#VALUE!,27.52539791,28,243
#VALUE!,82.26296397,82,244
#VALUE!,25.97171376,24,245
#VALUE!,52.09956827,52,246
#VALUE!,64.78986969,63,247
#VALUE!,8.238811254,10,248
#VALUE!,39.03996841,48,249
#VALUE!,56.14023774,56,250
#VALUE!,80.01449114,79,251
#VALUE!,70.93455811,72,252
#VALUE!,64.87052571,65,253
#VALUE!,51.71478924,52,254
#VALUE!,32.55210398,33,255
#VALUE!,89.80391124,89,256
#VALUE!,83.85976016,84,257
#VALUE!,100.0434664,100,258
#VALUE!,54.1056218,55,259
#VALUE!,74.63887504,66,260
#VALUE!,37.5449907,37,261
#VALUE!,18.76262721,19,262
#VALUE!,55.34717478,55,263
#VALUE!,47.4028255,46,264
#VALUE!,74.03457103,79,265
#VALUE!,36.17012398,31,266
#VALUE!,66.44558133,67,267
#VALUE!,27.13749774,28,268
#VALUE!,82.2003388,82,269
#VALUE!,80.15157058,80,270
#VALUE!,74.8949221,75,271
#VALUE!,77.847111,82,272
#VALUE!,80.66397497,93,273
#VALUE!,55.45755354,75,274
#VALUE!,82.78873996,82,275
#VALUE!,44.67655276,45,276
#VALUE!,49.53237632,37,277
#VALUE!,84.91281386,77,278
#VALUE!,66.91619769,71,279
#VALUE!,55.64929396,59,280
#VALUE!,88.56783556,91,281
#VALUE!,57.61979481,58,282
#VALUE!,16.5197369,20,283
#VALUE!,49.55790818,50,284
#VALUE!,69.6296502,69,285
#VALUE!,59.25338762,59,286
#VALUE!,55.35265086,56,287
#VALUE!,56.97755228,48,288
#VALUE!,92.39641665,92,289
#VALUE!,89.28138855,94,290
#VALUE!,26.59410252,17,291
#VALUE!,57.70530143,58,292
#VALUE!,80.97974564,94,293
#VALUE!,57.95428815,59,294
#VALUE!,45.1008553,28,295
#VALUE!,10.42590153,12,296
#VALUE!,76.62398244,81,297
#VALUE!,61.74140932,62,298
#VALUE!,80.75845423,79,299
#VALUE!,50.3690968,53,300
#VALUE!,87.09681926,88,301
#VALUE!,86.8012394,87,302
#VALUE!,66.47481924,64,303
#VALUE!,47.11597005,46,304
#VALUE!,76.79600842,76,305
#VALUE!,25.68066335,22,306
#VALUE!,49.95803815,50,307
#VALUE!,42.21638106,43,308
#VALUE!,88.15322051,88,309
#VALUE!,47.09649196,47,310
#VALUE!,74.47931441,74,311
#VALUE!,34.49558124,36,312
#VALUE!,52.85798123,48,313
#VALUE!,48.1818612,30,314
#VALUE!,28.73333394,21,315
#VALUE!,50.48167521,52,316
#VALUE!,62.45987886,59,317
#VALUE!,78.92605546,68,318
#VALUE!,57.07058615,58,319
#VALUE!,91.38690971,91,320
#VALUE!,100.8697163,100,321
#VALUE!,62.44613092,65,322
#VALUE!,69.19590098,54,323
#VALUE!,55.06366879,54,324
#VALUE!,88.56065028,88,325
#VALUE!,68.92241661,58,326
#VALUE!,20.1813019,22,327
#VALUE!,51.14778556,53,328
#VALUE!,57.20340922,77,329
#VALUE!,36.96100131,38,330
#VALUE!,81.01178671,83,331
#VALUE!,83.25876538,83,332
#VALUE!,76.25631132,86,333
#VALUE!,35.55359212,36,334
#VALUE!,68.52606656,66,335
#VALUE!,38.04958064,43,336
#VALUE!,62.22329734,73,337
#VALUE!,64.19297541,61,338
#VALUE!,81.33264077,78,339
#VALUE!,85.47385883,86,340
#VALUE!,40.4644221,40,341
#VALUE!,56.40752886,57,342
#VALUE!,61.90151829,66,343
#VALUE!,48.06495804,49,344
#VALUE!,66.04058002,90,345
#VALUE!,12.70865622,15,346
#VALUE!,45.73559375,45,347
#VALUE!,66.18017204,81,348
#VALUE!,43.95072632,45,349
#VALUE!,91.23492086,93,350
#VALUE!,77.51002468,79,351
#VALUE!,61.79513733,60,352
#VALUE!,67.72108341,66,353
#VALUE!,85.52190136,85,354
#VALUE!,71.77037122,72,355
#VALUE!,45.9328241,42,356
#VALUE!,64.5005117,74,357
#VALUE!,81.07006104,81,358
#VALUE!,77.69396467,78,359
#VALUE!,55.78164357,54,360
#VALUE!,61.06650717,61,361
#VALUE!,60.78403788,53,362
#VALUE!,38.50155739,19,363
#VALUE!,7.313331663,5,364
#VALUE!,11.46429131,12,365
#VALUE!,25.43269428,27,366
#VALUE!,63.3956722,67,367
#VALUE!,66.54765103,65,368
#VALUE!,92.91836241,93,369
#VALUE!,60.08210585,61,370
#VALUE!,76.79420949,75,371
#VALUE!,60.00639194,61,372
#VALUE!,30.71973905,31,373
#VALUE!,46.25119266,45,374
#VALUE!,88.91794548,91,375
#VALUE!,84.38809215,98,376
#VALUE!,67.31396403,68,377
#VALUE!,67.93545842,69,378
#VALUE!,74.85452351,78,379
#VALUE!,80.9100495,79,380
#VALUE!,51.22343473,51,381
#VALUE!,62.77313222,62,382
#VALUE!,81.53517796,81,383
#VALUE!,37.4059807,39,384
#VALUE!,94.09917032,95,385
#VALUE!,46.43335841,46,386
#VALUE!,75.50286481,76,387
#VALUE!,56.28907033,56,388
#VALUE!,20.31403602,22,389
#VALUE!,62.52871165,63,390
#VALUE!,71.29458658,75,391
#VALUE!,49.00628723,50,392
#VALUE!,56.77252504,58,393
#VALUE!,29.78654501,25,394
#VALUE!,63.15149601,47,395
#VALUE!,31.80782037,33,396
#VALUE!,50.6702496,51,397
#VALUE!,35.77966447,36,398
#VALUE!,14.42632226,16,399
#VALUE!,47.96160588,49,400
#VALUE!,66.57488431,67,401
#VALUE!,81.65417405,82,402
#VALUE!,45.72114577,46,403
#VALUE!,45.89409411,44,404
#VALUE!,78.30221492,77,405
#VALUE!,88.30955646,89,406
#VALUE!,82.79774548,82,407
#VALUE!,84.92856981,82,408
#VALUE!,90.47564444,91,409
#VALUE!,63.13053841,64,410
#VALUE!,87.70957019,86,411
#VALUE!,28.62201384,29,412
#VALUE!,69.13235316,88,413
#VALUE!,74.3618373,91,414
#VALUE!,39.71939132,58,415
#VALUE!,45.20603598,50,416
#VALUE!,42.22753417,44,417
#VALUE!,62.39854785,62,418
#VALUE!,60.354228,60,419
#VALUE!,81.12640147,83,420
#VALUE!,62.10523853,56,421
#VALUE!,90.40281711,90,422
#VALUE!,38.90062362,39,423
#VALUE!,75.52773748,75,424
#VALUE!,82.50381682,82,425
#VALUE!,42.6104546,43,426
#VALUE!,47.64644375,39,427
#VALUE!,64.01832351,65,428
#VALUE!,81.17524985,81,429
#VALUE!,62.68824256,62,430
#VALUE!,41.28525143,40,431
#VALUE!,68.94202825,66,432
#VALUE!,55.15661494,71,433
#VALUE!,95.2516184,95,434
#VALUE!,64.17476485,40,435
#VALUE!,73.18850966,72,436
#VALUE!,86.59777532,89,437
#VALUE!,77.12038866,77,438
#VALUE!,14.4879934,16,439
#VALUE!,83.47164994,87,440
#VALUE!,91.09917424,92,441
#VALUE!,63.80845124,87,442
#VALUE!,66.97244834,67,443
#VALUE!,88.49791438,88,444
#VALUE!,74.77894864,74,445
#VALUE!,58.0562086,53,446
#VALUE!,75.38026682,80,447
#VALUE!,63.71504461,63,448
#VALUE!,81.8735018,85,449
#VALUE!,34.33040428,28,450
#VALUE!,58.98232497,59,451
#VALUE!,42.52415546,41,452
#VALUE!,69.03918479,69,453
#VALUE!,69.65469395,69,454
#VALUE!,66.75637159,67,455
#VALUE!,69.85179491,72,456
#VALUE!,69.08977495,69,457
#VALUE!,54.16646278,74,458
#VALUE!,58.44523216,57,459
#VALUE!,19.868301,16,460
#VALUE!,63.15095103,41,461
#VALUE!,33.38791757,35,462
#VALUE!,23.14265038,17,463
#VALUE!,82.51853679,83,464
#VALUE!,35.87474253,33,465
#VALUE!,65.82252231,69,466
#VALUE!,50.12154522,14,467
#VALUE!,65.99113874,72,468
#VALUE!,77.77259639,80,469
#VALUE!,99.23496823,100,470
#VALUE!,70.96754275,60,471
#VALUE!,90.12698832,96,472
#VALUE!,53.42393147,50,473
#VALUE!,50.8870128,51,474
#VALUE!,87.97419405,90,475
#VALUE!,48.69074534,49,476
#VALUE!,84.41064885,84,477
#VALUE!,61.79804407,60,478
#VALUE!,71.42730198,71,479
#VALUE!,61.7067347,63,480
#VALUE!,63.37371972,65,481
#VALUE!,36.06127024,33,482
#VALUE!,38.35944042,39,483
#VALUE!,8.98186798,10,484
#VALUE!,79.64450031,83,485
#VALUE!,48.1121225,51,486
#VALUE!,60.99727594,61,487
#VALUE!,87.70300525,87,488
#VALUE!,64.52205064,79,489
#VALUE!,77.07959306,78,490
#VALUE!,70.08040298,83,491
#VALUE!,80.39595898,80,492
#VALUE!,64.53029006,48,493
#VALUE!,97.76682203,95,494
#VALUE!,50.59228952,49,495
#VALUE!,44.79101611,37,496
#VALUE!,70.15359405,80,497
#VALUE!,21.5650275,23,498
#VALUE!,8.734289943,8,499
#VALUE!,33.62507011,30,500
#VALUE!,76.00493471,76,501
#VALUE!,49.93423477,58,502
#VALUE!,33.06507964,29,503
#VALUE!,86.00785094,88,504
#VALUE!,56.62269107,55,505
#VALUE!,48.33604139,49,506
#VALUE!,65.31238809,65,507
#VALUE!,77.09847489,62,508
#VALUE!,13.22195272,8,509
#VALUE!,85.30360023,85,510
#VALUE!,87.18377015,89,511
#VALUE!,33.03329361,34,512
#VALUE!,63.35719581,84,513
#VALUE!,85.56084393,91,514
#VALUE!,85.37412704,85,515
#VALUE!,68.69880992,67,516
#VALUE!,52.98639405,40,517
#VALUE!,73.06630432,93,518
#VALUE!,71.20898948,72,519
#VALUE!,93.05037962,95,520
#VALUE!,69.54328185,77,521
#VALUE!,66.04075991,64,522
#VALUE!,94.11258507,93,523
#VALUE!,66.01533323,77,524
#VALUE!,50.58594407,52,525
#VALUE!,72.30938612,79,526
#VALUE!,55.13970336,46,527
#VALUE!,72.42136723,77,528
#VALUE!,71.54865634,64,529
#VALUE!,72.17842357,72,530
#VALUE!,65.75778118,64,531
#VALUE!,87.41286104,87,532
#VALUE!,58.21137656,46,533
#VALUE!,34.4002059,35,534
#VALUE!,76.09327498,77,535
#VALUE!,39.73275542,34,536
#VALUE!,69.52816185,69,537
#VALUE!,65.42921912,47,538
#VALUE!,90.9141082,93,539
#VALUE!,29.83054798,30,540
#VALUE!,41.87030688,39,541
#VALUE!,74.1834265,76,542
#VALUE!,51.23305848,42,543
#VALUE!,78.55437424,76,544
#VALUE!,81.06771962,77,545
#VALUE!,60.84377562,61,546
#VALUE!,58.36542973,77,547
#VALUE!,79.35375795,82,548
#VALUE!,46.56486543,41,549
#VALUE!,37.73573536,38,550
#VALUE!,81.75111738,87,551
#VALUE!,75.89257208,77,552
#VALUE!,48.5729077,53,553
#VALUE!,37.84694949,37,554
#VALUE!,80.80030143,82,555
#VALUE!,72.85619316,73,556
#VALUE!,83.85711533,74,557
#VALUE!,54.09067816,50,558
#VALUE!,57.98992065,44,559
#VALUE!,47.24727642,36,560
#VALUE!,57.47030616,57,561
#VALUE!,90.29505737,91,562
#VALUE!,27.69458283,29,563
#VALUE!,61.08507595,65,564
#VALUE!,62.4661699,63,565
#VALUE!,31.86278793,27,566
#VALUE!,27.44967888,29,567
#VALUE!,28.57995348,30,568
#VALUE!,41.30526223,35,569
#VALUE!,88.18172107,88,570
#VALUE!,61.20407698,61,571
#VALUE!,81.50329789,84,572
#VALUE!,45.26304715,42,573
#VALUE!,50.70794214,52,574
#VALUE!,13.73038184,10,575
#VALUE!,56.56417884,57,576
#VALUE!,55.14298132,56,577
#VALUE!,76.77087913,78,578
#VALUE!,15.68798145,16,579
#VALUE!,24.46987062,29,580
#VALUE!,87.99537943,90,581
#VALUE!,85.49923929,85,582
#VALUE!,89.01981388,88,583
#VALUE!,45.5299568,44,584
#VALUE!,50.29100615,81,585
#VALUE!,36.88195651,37,586
#VALUE!,45.77292657,43,587
#VALUE!,86.2793507,84,588
#VALUE!,56.07321999,52,589
#VALUE!,65.54792315,61,590
#VALUE!,42.2638297,42,591
#VALUE!,41.60346358,42,592
#VALUE!,84.37425943,85,593
#VALUE!,56.86796486,57,594
#VALUE!,80.84928195,79,595
#VALUE!,85.30666637,81,596
#VALUE!,82.95773672,84,597
#VALUE!,63.2463826,63,598
#VALUE!,63.2369024,55,599
#VALUE!,75.95918438,78,600
#VALUE!,53.96245502,62,601
#VALUE!,51.50859999,52,602
#VALUE!,81.0526888,81,603
#VALUE!,46.8280311,53,604
#VALUE!,80.92715657,79,605
#VALUE!,54.35641646,56,606
#VALUE!,37.95147521,35,607
#VALUE!,50.58179596,63,608
#VALUE!,74.40701523,74,609
#VALUE!,78.83696186,85,610
#VALUE!,84.08392838,84,611
#VALUE!,33.79975523,24,612
#VALUE!,83.55744544,84,613
#VALUE!,43.21560926,44,614
#VALUE!,92.34868935,91,615
#VALUE!,80.51038853,69,616
#VALUE!,77.92496729,78,617
#VALUE!,82.28462953,84,618
#VALUE!,92.35046524,93,619
#VALUE!,72.41537757,83,620
#VALUE!,57.54797428,44,621
#VALUE!,78.34367528,81,622
#VALUE!,79.84695295,79,623
#VALUE!,61.81851302,63,624
#VALUE!,87.84531339,89,625
#VALUE!,65.64397999,68,626
#VALUE!,41.51792442,42,627
#VALUE!,46.94118598,49,628
#VALUE!,78.39388689,78,629
#VALUE!,89.21892309,88,630
#VALUE!,33.26438002,34,631
#VALUE!,46.18238696,42,632
#VALUE!,87.71251507,89,633
#VALUE!,51.20536358,82,634
#VALUE!,37.09214038,38,635
#VALUE!,78.25317838,78,636
#VALUE!,68.10615881,66,637
#VALUE!,52.35745382,55,638
#VALUE!,76.30148699,77,639
#VALUE!,76.03478577,52,640
#VALUE!,84.90531877,87,641
#VALUE!,36.00601729,31,642
#VALUE!,51.04987529,51,643
#VALUE!,43.81512628,48,644
#VALUE!,47.33615862,47,645
#VALUE!,42.43892655,41,646
#VALUE!,29.4616609,31,647
#VALUE!,75.93646949,74,648
#VALUE!,66.90761802,67,649
#VALUE!,34.48002747,35,650
#VALUE!,56.84300045,57,651
#VALUE!,84.57389188,85,652
#VALUE!,63.40179071,66,653
#VALUE!,41.44068527,63,654
#VALUE!,62.77225445,64,655
#VALUE!,80.44371312,81,656
#VALUE!,26.04246948,29,657
#VALUE!,54.7838378,54,658
#VALUE!,48.40358064,45,659
#VALUE!,46.10767631,46,660
#VALUE!,63.20364528,64,661
#VALUE!,59.73386043,61,662
#VALUE!,55.57139417,54,663
#VALUE!,85.14861574,87,664
#VALUE!,81.91316051,83,665
#VALUE!,72.56889944,71,666
#VALUE!,65.33189688,54,667
#VALUE!,79.91727684,80,668
#VALUE!,72.51432698,73,669
#VALUE!,69.14260925,69,670
#VALUE!,53.06089014,55,671
#VALUE!,59.59033321,70,672
#VALUE!,65.14293326,65,673
#VALUE!,24.85786465,25,674
#VALUE!,39.2292146,40,675
#VALUE!,75.35334518,75,676
#VALUE!,69.60541555,70,677
#VALUE!,40.76760672,64,678
#VALUE!,54.71178837,54,679
#VALUE!,33.05970938,34,680
#VALUE!,65.2318267,87,681
#VALUE!,61.18578212,55,682
#VALUE!,84.89461613,77,683
#VALUE!,69.83608375,71,684
#VALUE!,63.716787,66,685
#VALUE!,59.04022583,58,686
#VALUE!,65.90912444,82,687
#VALUE!,84.02199221,80,688
#VALUE!,55.98822903,55,689
#VALUE!,67.42767073,59,690
#VALUE!,26.17045575,27,691
#VALUE!,65.82714005,52,692
#VALUE!,66.06036377,73,693
#VALUE!,72.28406348,86,694
#VALUE!,81.07912122,82,695
#VALUE!,20.84527234,22,696
#VALUE!,61.64123044,62,697
#VALUE!,70.80726839,72,698
#VALUE!,90.39703334,89,699
#VALUE!,69.38242463,68,700
#VALUE!,43.22511895,44,701
#VALUE!,62.97198324,63,702
#VALUE!,75.97602165,76,703
#VALUE!,40.03166949,40,704
#VALUE!,41.37988544,40,705
#VALUE!,45.19432623,46,706
#VALUE!,49.90403083,50,707
#VALUE!,36.48803338,32,708
#VALUE!,29.17543511,21,709
#VALUE!,63.82157108,64,710
#VALUE!,85.56265421,86,711
#VALUE!,69.11898078,67,712
#VALUE!,59.54378824,60,713
#VALUE!,88.2583933,89,714
#VALUE!,38.34443553,38,715
#VALUE!,67.59521802,68,716
#VALUE!,53.09670704,49,717
#VALUE!,81.83852503,81,718
#VALUE!,41.24042806,42,719
#VALUE!,74.58523525,75,720
#VALUE!,76.1922492,76,721
#VALUE!,71.62861283,73,722
#VALUE!,81.78363807,77,723
#VALUE!,54.1396519,80,724
#VALUE!,39.91985205,41,725
#VALUE!,66.82199943,65,726
#VALUE!,49.59557985,51,727
#VALUE!,48.81510467,49,728
#VALUE!,48.79117165,49,729
#VALUE!,40.0094055,38,730
#VALUE!,69.78838456,69,731
#VALUE!,53.28755501,53,732
#VALUE!,34.80357626,34,733
#VALUE!,87.72002966,88,734
#VALUE!,61.24788421,62,735
#VALUE!,40.73841938,38,736
#VALUE!,35.67001016,37,737
#VALUE!,26.31113931,28,738
#VALUE!,52.89867225,53,739
#VALUE!,44.67864578,25,740
#VALUE!,89.31285072,93,741
#VALUE!,58.7755356,64,742
#VALUE!,49.22592054,58,743
#VALUE!,68.86279663,70,744
#VALUE!,62.43377794,63,745
#VALUE!,89.73902114,90,746
#VALUE!,64.21058375,64,747
#VALUE!,44.40566257,39,748
#VALUE!,36.29110852,31,749
#VALUE!,80.74497224,84,750
#VALUE!,83.01960642,86,751
#VALUE!,89.85005369,93,752
#VALUE!,62.06783987,62,753
#VALUE!,62.85412934,61,754
#VALUE!,49.53439497,51,755
#VALUE!,22.15737756,22,756
#VALUE!,39.61263914,40,757
#VALUE!,65.33920098,65,758
#VALUE!,39.15626823,40,759
#VALUE!,28.58692958,29,760
#VALUE!,77.28968379,79,761
#VALUE!,43.9213552,44,762
#VALUE!,77.88144523,69,763
#VALUE!,60.75367459,62,764
#VALUE!,64.49799052,64,765
#VALUE!,69.49350569,67,766
#VALUE!,88.70819895,89,767
#VALUE!,61.26147097,70,768
#VALUE!,47.31968001,48,769
#VALUE!,101.2870019,100,770
#VALUE!,97.41227946,97,771
#VALUE!,65.24116345,64,772
#VALUE!,52.51756395,49,773
#VALUE!,76.74569162,70,774
#VALUE!,87.86031018,89,775
#VALUE!,66.02069591,75,776
#VALUE!,52.90255323,53,777
#VALUE!,64.68925949,64,778
#VALUE!,61.5577937,61,779
#VALUE!,33.51629769,30,780
#VALUE!,72.84193253,73,781
#VALUE!,60.44232891,63,782
#VALUE!,45.96223016,45,783
#VALUE!,73.8401658,73,784
#VALUE!,76.62050704,84,785
#VALUE!,76.57844042,82,786
#VALUE!,66.91460151,67,787
#VALUE!,61.24654045,62,788
#VALUE!,35.53061311,36,789
#VALUE!,71.96244599,71,790
#VALUE!,66.34527135,64,791
#VALUE!,74.97070988,77,792
#VALUE!,92.82023853,92,793
#VALUE!,18.61746847,16,794
#VALUE!,48.99402862,50,795
#VALUE!,38.64552735,33,796
#VALUE!,84.75228096,87,797
#VALUE!,76.6097573,76,798
#VALUE!,49.35352398,50,799
#VALUE!,43.04183638,43,800
#VALUE!,64.02927963,65,801
#VALUE!,49.50703976,47,802
#VALUE!,67.31231129,73,803
#VALUE!,41.51550716,43,804
#VALUE!,85.10048882,80,805
#VALUE!,74.01893513,74,806
#VALUE!,80.67435332,67,807
#VALUE!,65.11799351,76,808
#VALUE!,68.73047577,71,809
#VALUE!,57.47894942,57,810
#VALUE!,62.66799236,53,811
#VALUE!,55.11568137,66,812
#VALUE!,35.920185,37,813
#VALUE!,87.86881275,89,814
#VALUE!,75.79101663,78,815
#VALUE!,41.67954979,36,816
#VALUE!,79.79030984,80,817
#VALUE!,73.84111876,75,818
#VALUE!,59.6165344,60,819
#VALUE!,76.82618812,75,820
#VALUE!,59.78969333,60,821
